,worker_id,label,reward,value_surplus,seq_length,front_amount
628,434923,0,reward_12m_345,60,12m,345
629,434926,0,reward_12m_345,60,12m,345
630,434927,0,reward_12m_345,65,12m,345
631,434928,1,reward_12m_345,5,12m,345
632,434930,0,reward_12m_345,60,12m,345
633,434931,0,reward_12m_345,60,12m,345
634,434932,0,reward_12m_345,155,12m,345
635,434934,0,reward_12m_345,50,12m,345
636,434935,1,reward_12m_345,55,12m,345
637,434936,1,reward_12m_345,25,12m,345
638,434937,1,reward_12m_345,0,12m,345
639,434940,0,reward_12m_345,60,12m,345
640,434941,0,reward_12m_345,60,12m,345
641,434942,1,reward_12m_345,15,12m,345
642,434943,0,reward_12m_345,70,12m,345
643,434944,0,reward_12m_345,60,12m,345
644,434945,0,reward_12m_345,60,12m,345
645,434946,1,reward_12m_345,30,12m,345
646,434947,0,reward_12m_345,60,12m,345
647,434949,1,reward_12m_345,30,12m,345
648,434952,0,reward_12m_345,60,12m,345
649,434953,1,reward_12m_345,60,12m,345
650,434954,0,reward_12m_345,60,12m,345
651,434955,0,reward_12m_345,60,12m,345
652,434957,0,reward_12m_345,150,12m,345
653,434958,0,reward_12m_345,60,12m,345
654,434959,0,reward_12m_345,55,12m,345
655,434960,0,reward_12m_345,155,12m,345
656,434961,0,reward_12m_345,55,12m,345
657,434962,0,reward_12m_345,60,12m,345
658,434963,0,reward_12m_345,55,12m,345
659,434964,0,reward_12m_345,65,12m,345
660,434966,1,reward_12m_345,45,12m,345
661,434967,0,reward_12m_345,90,12m,345
662,434968,0,reward_12m_345,60,12m,345
663,434971,0,reward_12m_345,60,12m,345
664,434974,1,reward_12m_345,45,12m,345
665,434976,0,reward_12m_345,60,12m,345
666,434977,1,reward_12m_345,60,12m,345
667,434978,0,reward_12m_345,45,12m,345
668,434979,1,reward_12m_345,45,12m,345
669,434980,0,reward_12m_345,155,12m,345
670,434981,0,reward_12m_345,60,12m,345
671,434982,0,reward_12m_345,60,12m,345
672,434983,0,reward_12m_345,60,12m,345
673,434984,0,reward_12m_345,55,12m,345
674,434985,0,reward_12m_345,60,12m,345
675,434986,1,reward_12m_345,45,12m,345
676,434988,0,reward_12m_345,60,12m,345
677,434989,0,reward_12m_345,60,12m,345
678,434990,0,reward_12m_345,60,12m,345
679,434992,0,reward_12m_345,60,12m,345
680,434993,1,reward_12m_345,30,12m,345
681,434995,1,reward_12m_345,55,12m,345
682,434996,0,reward_12m_345,60,12m,345
683,434997,0,reward_12m_345,60,12m,345
684,434998,1,reward_12m_345,15,12m,345
685,434999,0,reward_12m_345,60,12m,345
686,435000,0,reward_12m_345,60,12m,345
687,435002,0,reward_12m_345,60,12m,345
688,435003,1,reward_12m_345,55,12m,345
689,435004,0,reward_12m_345,55,12m,345
690,435005,0,reward_12m_345,20,12m,345
691,435008,1,reward_12m_345,40,12m,345
692,435009,0,reward_12m_345,155,12m,345
693,435010,0,reward_12m_345,60,12m,345
694,435011,0,reward_12m_345,75,12m,345
695,435013,0,reward_12m_345,60,12m,345
696,435015,0,reward_12m_345,60,12m,345
697,435016,0,reward_12m_345,60,12m,345
698,435017,0,reward_12m_345,60,12m,345
699,435018,0,reward_12m_345,60,12m,345
700,435019,1,reward_12m_345,15,12m,345
701,435020,0,reward_12m_345,50,12m,345
702,435021,0,reward_12m_345,55,12m,345
703,435022,1,reward_12m_345,30,12m,345
704,435024,1,reward_12m_345,30,12m,345
705,435026,1,reward_12m_345,0,12m,345
706,435027,0,reward_12m_345,60,12m,345
707,435028,0,reward_12m_345,60,12m,345
708,435029,0,reward_12m_345,60,12m,345
709,435030,1,reward_12m_345,35,12m,345
710,435031,1,reward_12m_345,5,12m,345
711,435032,1,reward_12m_345,30,12m,345
712,435033,1,reward_12m_345,10,12m,345
713,435035,0,reward_12m_345,60,12m,345
714,435036,1,reward_12m_345,35,12m,345
715,435038,0,reward_12m_345,55,12m,345
716,435039,0,reward_12m_345,60,12m,345
717,435040,0,reward_12m_345,60,12m,345
718,435041,0,reward_12m_345,60,12m,345
719,435042,1,reward_12m_345,30,12m,345
720,435043,0,reward_12m_345,60,12m,345
721,435045,0,reward_12m_345,65,12m,345
722,435046,1,reward_12m_345,10,12m,345
723,435049,1,reward_12m_345,30,12m,345
724,435052,0,reward_12m_345,45,12m,345
725,435053,0,reward_12m_345,55,12m,345
726,435054,0,reward_12m_345,60,12m,345
727,435055,0,reward_12m_345,60,12m,345
728,435056,1,reward_12m_345,35,12m,345
729,435057,0,reward_12m_345,55,12m,345
730,435060,1,reward_12m_345,30,12m,345
731,435062,0,reward_12m_345,60,12m,345
732,435063,1,reward_12m_345,35,12m,345
733,435064,0,reward_12m_345,60,12m,345
734,435065,1,reward_12m_345,35,12m,345
735,435066,0,reward_12m_345,60,12m,345
736,435067,0,reward_12m_345,60,12m,345
737,435068,1,reward_12m_345,5,12m,345
738,435069,0,reward_12m_345,60,12m,345
739,435070,0,reward_12m_345,55,12m,345
740,435072,0,reward_12m_345,55,12m,345
741,435074,1,reward_12m_345,45,12m,345
742,435075,1,reward_12m_345,60,12m,345
743,435076,1,reward_12m_345,30,12m,345
744,435077,0,reward_12m_345,55,12m,345
745,435079,0,reward_12m_345,60,12m,345
746,435080,0,reward_12m_345,55,12m,345
747,435081,1,reward_12m_345,5,12m,345
748,435083,0,reward_12m_345,60,12m,345
749,435084,1,reward_12m_345,0,12m,345
750,435086,0,reward_12m_345,105,12m,345
751,435087,0,reward_12m_345,65,12m,345
752,435089,0,reward_12m_345,50,12m,345
753,435092,0,reward_12m_345,60,12m,345
754,435093,1,reward_12m_345,60,12m,345
755,435095,0,reward_12m_345,60,12m,345
756,435096,0,reward_12m_345,60,12m,345
757,435097,0,reward_12m_345,60,12m,345
758,435098,1,reward_12m_345,55,12m,345
759,435099,0,reward_12m_345,55,12m,345
760,435100,1,reward_12m_345,55,12m,345
761,435101,1,reward_12m_345,35,12m,345
762,435103,0,reward_12m_345,60,12m,345
763,435104,1,reward_12m_345,30,12m,345
764,435105,0,reward_12m_345,60,12m,345
765,435106,0,reward_12m_345,60,12m,345
766,435107,1,reward_12m_345,30,12m,345
767,435108,1,reward_12m_345,25,12m,345
768,435110,0,reward_12m_345,60,12m,345
769,435111,0,reward_12m_345,60,12m,345
770,435113,1,reward_12m_345,35,12m,345
771,435114,0,reward_12m_345,60,12m,345
772,435115,0,reward_12m_345,50,12m,345
773,435116,0,reward_12m_345,80,12m,345
774,435117,0,reward_12m_345,65,12m,345
775,435118,0,reward_12m_345,60,12m,345
776,435119,1,reward_12m_345,35,12m,345
777,435120,0,reward_12m_345,105,12m,345
778,435121,0,reward_12m_345,55,12m,345
779,435122,0,reward_12m_345,60,12m,345
780,435123,1,reward_12m_345,15,12m,345
781,435124,1,reward_12m_345,55,12m,345
782,435130,0,reward_12m_345,35,12m,345
783,435131,0,reward_12m_345,55,12m,345
784,435132,1,reward_12m_345,0,12m,345
785,434923,0,reward_12m_425,60,12m,425
786,434926,0,reward_12m_425,60,12m,425
787,434927,0,reward_12m_425,65,12m,425
788,434928,1,reward_12m_425,0,12m,425
789,434930,0,reward_12m_425,60,12m,425
790,434931,0,reward_12m_425,60,12m,425
791,434932,0,reward_12m_425,75,12m,425
792,434934,0,reward_12m_425,45,12m,425
793,434935,1,reward_12m_425,25,12m,425
794,434936,1,reward_12m_425,25,12m,425
795,434937,1,reward_12m_425,0,12m,425
796,434940,0,reward_12m_425,60,12m,425
797,434941,0,reward_12m_425,60,12m,425
798,434942,1,reward_12m_425,75,12m,425
799,434943,0,reward_12m_425,75,12m,425
800,434944,0,reward_12m_425,60,12m,425
801,434945,0,reward_12m_425,60,12m,425
802,434946,1,reward_12m_425,25,12m,425
803,434947,0,reward_12m_425,60,12m,425
804,434949,1,reward_12m_425,30,12m,425
805,434952,0,reward_12m_425,60,12m,425
806,434953,1,reward_12m_425,60,12m,425
807,434954,0,reward_12m_425,60,12m,425
808,434955,0,reward_12m_425,60,12m,425
809,434957,0,reward_12m_425,50,12m,425
810,434958,0,reward_12m_425,60,12m,425
811,434959,0,reward_12m_425,75,12m,425
812,434960,0,reward_12m_425,175,12m,425
813,434961,0,reward_12m_425,60,12m,425
814,434962,0,reward_12m_425,60,12m,425
815,434963,0,reward_12m_425,55,12m,425
816,434964,0,reward_12m_425,65,12m,425
817,434966,1,reward_12m_425,25,12m,425
818,434967,0,reward_12m_425,125,12m,425
819,434968,0,reward_12m_425,60,12m,425
820,434971,0,reward_12m_425,125,12m,425
821,434974,1,reward_12m_425,45,12m,425
822,434976,0,reward_12m_425,60,12m,425
823,434977,1,reward_12m_425,60,12m,425
824,434978,0,reward_12m_425,45,12m,425
825,434979,1,reward_12m_425,35,12m,425
826,434980,0,reward_12m_425,125,12m,425
827,434981,0,reward_12m_425,60,12m,425
828,434982,0,reward_12m_425,60,12m,425
829,434983,0,reward_12m_425,60,12m,425
830,434984,0,reward_12m_425,55,12m,425
831,434985,0,reward_12m_425,60,12m,425
832,434986,1,reward_12m_425,35,12m,425
833,434988,0,reward_12m_425,60,12m,425
834,434989,0,reward_12m_425,60,12m,425
835,434990,0,reward_12m_425,60,12m,425
836,434992,0,reward_12m_425,60,12m,425
837,434993,1,reward_12m_425,25,12m,425
838,434995,1,reward_12m_425,75,12m,425
839,434996,0,reward_12m_425,60,12m,425
840,434997,0,reward_12m_425,60,12m,425
841,434998,1,reward_12m_425,35,12m,425
842,434999,0,reward_12m_425,60,12m,425
843,435000,0,reward_12m_425,60,12m,425
844,435002,0,reward_12m_425,60,12m,425
845,435003,1,reward_12m_425,25,12m,425
846,435004,0,reward_12m_425,55,12m,425
847,435005,0,reward_12m_425,50,12m,425
848,435008,1,reward_12m_425,35,12m,425
849,435009,0,reward_12m_425,75,12m,425
850,435010,0,reward_12m_425,60,12m,425
851,435011,0,reward_12m_425,75,12m,425
852,435013,0,reward_12m_425,59,12m,425
853,435015,0,reward_12m_425,60,12m,425
854,435016,0,reward_12m_425,60,12m,425
855,435017,0,reward_12m_425,60,12m,425
856,435018,0,reward_12m_425,60,12m,425
857,435019,1,reward_12m_425,25,12m,425
858,435020,0,reward_12m_425,50,12m,425
859,435021,0,reward_12m_425,50,12m,425
860,435022,1,reward_12m_425,25,12m,425
861,435024,1,reward_12m_425,35,12m,425
862,435026,1,reward_12m_425,0,12m,425
863,435027,0,reward_12m_425,60,12m,425
864,435028,0,reward_12m_425,60,12m,425
865,435029,0,reward_12m_425,60,12m,425
866,435030,1,reward_12m_425,0,12m,425
867,435031,1,reward_12m_425,60,12m,425
868,435032,1,reward_12m_425,50,12m,425
869,435033,1,reward_12m_425,5,12m,425
870,435035,0,reward_12m_425,40,12m,425
871,435036,1,reward_12m_425,25,12m,425
872,435038,0,reward_12m_425,55,12m,425
873,435039,0,reward_12m_425,60,12m,425
874,435040,0,reward_12m_425,60,12m,425
875,435041,0,reward_12m_425,60,12m,425
876,435042,1,reward_12m_425,30,12m,425
877,435043,0,reward_12m_425,61,12m,425
878,435045,0,reward_12m_425,65,12m,425
879,435046,1,reward_12m_425,5,12m,425
880,435049,1,reward_12m_425,30,12m,425
881,435052,0,reward_12m_425,45,12m,425
882,435053,0,reward_12m_425,55,12m,425
883,435054,0,reward_12m_425,60,12m,425
884,435055,0,reward_12m_425,60,12m,425
885,435056,1,reward_12m_425,35,12m,425
886,435057,0,reward_12m_425,60,12m,425
887,435060,1,reward_12m_425,30,12m,425
888,435062,0,reward_12m_425,60,12m,425
889,435063,1,reward_12m_425,25,12m,425
890,435064,0,reward_12m_425,60,12m,425
891,435065,1,reward_12m_425,35,12m,425
892,435066,0,reward_12m_425,60,12m,425
893,435067,0,reward_12m_425,60,12m,425
894,435068,1,reward_12m_425,15,12m,425
895,435069,0,reward_12m_425,60,12m,425
896,435070,0,reward_12m_425,53,12m,425
897,435072,0,reward_12m_425,55,12m,425
898,435074,1,reward_12m_425,25,12m,425
899,435075,1,reward_12m_425,60,12m,425
900,435076,1,reward_12m_425,15,12m,425
901,435077,0,reward_12m_425,175,12m,425
902,435079,0,reward_12m_425,60,12m,425
903,435080,0,reward_12m_425,60,12m,425
904,435081,1,reward_12m_425,25,12m,425
905,435083,0,reward_12m_425,60,12m,425
906,435084,1,reward_12m_425,0,12m,425
907,435086,0,reward_12m_425,75,12m,425
908,435087,0,reward_12m_425,75,12m,425
909,435089,0,reward_12m_425,50,12m,425
910,435092,0,reward_12m_425,60,12m,425
911,435093,1,reward_12m_425,60,12m,425
912,435095,0,reward_12m_425,45,12m,425
913,435096,0,reward_12m_425,60,12m,425
914,435097,0,reward_12m_425,60,12m,425
915,435098,1,reward_12m_425,25,12m,425
916,435099,0,reward_12m_425,65,12m,425
917,435100,1,reward_12m_425,25,12m,425
918,435101,1,reward_12m_425,-265,12m,425
919,435103,0,reward_12m_425,60,12m,425
920,435104,1,reward_12m_425,15,12m,425
921,435105,0,reward_12m_425,160,12m,425
922,435106,0,reward_12m_425,60,12m,425
923,435107,1,reward_12m_425,25,12m,425
924,435108,1,reward_12m_425,30,12m,425
925,435110,0,reward_12m_425,60,12m,425
926,435111,0,reward_12m_425,60,12m,425
927,435113,1,reward_12m_425,35,12m,425
928,435114,0,reward_12m_425,60,12m,425
929,435115,0,reward_12m_425,75,12m,425
930,435116,0,reward_12m_425,95,12m,425
931,435117,0,reward_12m_425,60,12m,425
932,435118,0,reward_12m_425,60,12m,425
933,435119,1,reward_12m_425,45,12m,425
934,435120,0,reward_12m_425,75,12m,425
935,435121,0,reward_12m_425,75,12m,425
936,435122,0,reward_12m_425,60,12m,425
937,435123,1,reward_12m_425,25,12m,425
938,435124,1,reward_12m_425,35,12m,425
939,435130,0,reward_12m_425,75,12m,425
940,435131,0,reward_12m_425,55,12m,425
941,435132,1,reward_12m_425,0,12m,425
942,434923,0,reward_12m_505,60,12m,505
943,434926,0,reward_12m_505,60,12m,505
944,434927,0,reward_12m_505,65,12m,505
945,434928,1,reward_12m_505,0,12m,505
946,434930,0,reward_12m_505,60,12m,505
947,434931,0,reward_12m_505,60,12m,505
948,434932,0,reward_12m_505,95,12m,505
949,434934,0,reward_12m_505,45,12m,505
950,434935,1,reward_12m_505,45,12m,505
951,434936,1,reward_12m_505,45,12m,505
952,434937,1,reward_12m_505,0,12m,505
953,434940,0,reward_12m_505,60,12m,505
954,434941,0,reward_12m_505,60,12m,505
955,434942,1,reward_12m_505,25,12m,505
956,434943,0,reward_12m_505,75,12m,505
957,434944,0,reward_12m_505,60,12m,505
958,434945,0,reward_12m_505,60,12m,505
959,434946,1,reward_12m_505,45,12m,505
960,434947,0,reward_12m_505,60,12m,505
961,434949,1,reward_12m_505,30,12m,505
962,434952,0,reward_12m_505,60,12m,505
963,434953,1,reward_12m_505,60,12m,505
964,434954,0,reward_12m_505,60,12m,505
965,434955,0,reward_12m_505,60,12m,505
966,434957,0,reward_12m_505,40,12m,505
967,434958,0,reward_12m_505,60,12m,505
968,434959,0,reward_12m_505,55,12m,505
969,434960,0,reward_12m_505,70,12m,505
970,434961,0,reward_12m_505,60,12m,505
971,434962,0,reward_12m_505,60,12m,505
972,434963,0,reward_12m_505,55,12m,505
973,434964,0,reward_12m_505,65,12m,505
974,434966,1,reward_12m_505,45,12m,505
975,434967,0,reward_12m_505,195,12m,505
976,434968,0,reward_12m_505,60,12m,505
977,434971,0,reward_12m_505,95,12m,505
978,434974,1,reward_12m_505,45,12m,505
979,434976,0,reward_12m_505,60,12m,505
980,434977,1,reward_12m_505,0,12m,505
981,434978,0,reward_12m_505,40,12m,505
982,434979,1,reward_12m_505,35,12m,505
983,434980,0,reward_12m_505,95,12m,505
984,434981,0,reward_12m_505,60,12m,505
985,434982,0,reward_12m_505,60,12m,505
986,434983,0,reward_12m_505,60,12m,505
987,434984,0,reward_12m_505,45,12m,505
988,434985,0,reward_12m_505,60,12m,505
989,434986,1,reward_12m_505,35,12m,505
990,434988,0,reward_12m_505,60,12m,505
991,434989,0,reward_12m_505,60,12m,505
992,434990,0,reward_12m_505,60,12m,505
993,434992,0,reward_12m_505,60,12m,505
994,434993,1,reward_12m_505,15,12m,505
995,434995,1,reward_12m_505,45,12m,505
996,434996,0,reward_12m_505,60,12m,505
997,434997,0,reward_12m_505,60,12m,505
998,434998,1,reward_12m_505,45,12m,505
999,434999,0,reward_12m_505,60,12m,505
1000,435000,0,reward_12m_505,60,12m,505
1001,435002,0,reward_12m_505,60,12m,505
1002,435003,1,reward_12m_505,0,12m,505
1003,435004,0,reward_12m_505,45,12m,505
1004,435005,0,reward_12m_505,50,12m,505
1005,435008,1,reward_12m_505,20,12m,505
1006,435009,0,reward_12m_505,95,12m,505
1007,435010,0,reward_12m_505,60,12m,505
1008,435011,0,reward_12m_505,95,12m,505
1009,435013,0,reward_12m_505,59,12m,505
1010,435015,0,reward_12m_505,60,12m,505
1011,435016,0,reward_12m_505,60,12m,505
1012,435017,0,reward_12m_505,60,12m,505
1013,435018,0,reward_12m_505,60,12m,505
1014,435019,1,reward_12m_505,40,12m,505
1015,435020,0,reward_12m_505,50,12m,505
1016,435021,0,reward_12m_505,55,12m,505
1017,435022,1,reward_12m_505,20,12m,505
1018,435024,1,reward_12m_505,35,12m,505
1019,435026,1,reward_12m_505,0,12m,505
1020,435027,0,reward_12m_505,60,12m,505
1021,435028,0,reward_12m_505,60,12m,505
1022,435029,0,reward_12m_505,60,12m,505
1023,435030,1,reward_12m_505,0,12m,505
1024,435031,1,reward_12m_505,45,12m,505
1025,435032,1,reward_12m_505,45,12m,505
1026,435033,1,reward_12m_505,5,12m,505
1027,435035,0,reward_12m_505,60,12m,505
1028,435036,1,reward_12m_505,35,12m,505
1029,435038,0,reward_12m_505,45,12m,505
1030,435039,0,reward_12m_505,60,12m,505
1031,435040,0,reward_12m_505,60,12m,505
1032,435041,0,reward_12m_505,60,12m,505
1033,435042,1,reward_12m_505,25,12m,505
1034,435043,0,reward_12m_505,65,12m,505
1035,435045,0,reward_12m_505,75,12m,505
1036,435046,1,reward_12m_505,10,12m,505
1037,435049,1,reward_12m_505,90,12m,505
1038,435052,0,reward_12m_505,45,12m,505
1039,435053,0,reward_12m_505,45,12m,505
1040,435054,0,reward_12m_505,60,12m,505
1041,435055,0,reward_12m_505,60,12m,505
1042,435056,1,reward_12m_505,45,12m,505
1043,435057,0,reward_12m_505,60,12m,505
1044,435060,1,reward_12m_505,30,12m,505
1045,435062,0,reward_12m_505,60,12m,505
1046,435063,1,reward_12m_505,15,12m,505
1047,435064,0,reward_12m_505,60,12m,505
1048,435065,1,reward_12m_505,15,12m,505
1049,435066,0,reward_12m_505,60,12m,505
1050,435067,0,reward_12m_505,60,12m,505
1051,435068,1,reward_12m_505,25,12m,505
1052,435069,0,reward_12m_505,60,12m,505
1053,435070,0,reward_12m_505,50,12m,505
1054,435072,0,reward_12m_505,45,12m,505
1055,435074,1,reward_12m_505,20,12m,505
1056,435075,1,reward_12m_505,60,12m,505
1057,435076,1,reward_12m_505,20,12m,505
1058,435077,0,reward_12m_505,55,12m,505
1059,435079,0,reward_12m_505,60,12m,505
1060,435080,0,reward_12m_505,60,12m,505
1061,435081,1,reward_12m_505,0,12m,505
1062,435083,0,reward_12m_505,60,12m,505
1063,435084,1,reward_12m_505,0,12m,505
1064,435086,0,reward_12m_505,95,12m,505
1065,435087,0,reward_12m_505,65,12m,505
1066,435089,0,reward_12m_505,50,12m,505
1067,435092,0,reward_12m_505,60,12m,505
1068,435093,1,reward_12m_505,0,12m,505
1069,435095,0,reward_12m_505,45,12m,505
1070,435096,0,reward_12m_505,60,12m,505
1071,435097,0,reward_12m_505,60,12m,505
1072,435098,1,reward_12m_505,45,12m,505
1073,435099,0,reward_12m_505,65,12m,505
1074,435100,1,reward_12m_505,45,12m,505
1075,435101,1,reward_12m_505,25,12m,505
1076,435103,0,reward_12m_505,60,12m,505
1077,435104,1,reward_12m_505,45,12m,505
1078,435105,0,reward_12m_505,60,12m,505
1079,435106,0,reward_12m_505,60,12m,505
1080,435107,1,reward_12m_505,45,12m,505
1081,435108,1,reward_12m_505,30,12m,505
1082,435110,0,reward_12m_505,60,12m,505
1083,435111,0,reward_12m_505,60,12m,505
1084,435113,1,reward_12m_505,35,12m,505
1085,435114,0,reward_12m_505,60,12m,505
1086,435115,0,reward_12m_505,45,12m,505
1087,435116,0,reward_12m_505,95,12m,505
1088,435117,0,reward_12m_505,65,12m,505
1089,435118,0,reward_12m_505,60,12m,505
1090,435119,1,reward_12m_505,45,12m,505
1091,435120,0,reward_12m_505,95,12m,505
1092,435121,0,reward_12m_505,45,12m,505
1093,435122,0,reward_12m_505,60,12m,505
1094,435123,1,reward_12m_505,35,12m,505
1095,435124,1,reward_12m_505,45,12m,505
1096,435130,0,reward_12m_505,45,12m,505
1097,435131,0,reward_12m_505,55,12m,505
1098,435132,1,reward_12m_505,0,12m,505
1099,434923,0,reward_6m_105,60,6m,105
1100,434926,0,reward_6m_105,60,6m,105
1101,434927,0,reward_6m_105,65,6m,105
1102,434928,1,reward_6m_105,0,6m,105
1103,434930,0,reward_6m_105,60,6m,105
1104,434931,0,reward_6m_105,60,6m,105
1105,434932,0,reward_6m_105,195,6m,105
1106,434934,0,reward_6m_105,55,6m,105
1107,434935,1,reward_6m_105,45,6m,105
1108,434936,1,reward_6m_105,45,6m,105
1109,434937,1,reward_6m_105,0,6m,105
1110,434940,0,reward_6m_105,60,6m,105
1111,434941,0,reward_6m_105,60,6m,105
1112,434942,1,reward_6m_105,25,6m,105
1113,434943,0,reward_6m_105,65,6m,105
1114,434944,0,reward_6m_105,60,6m,105
1115,434945,0,reward_6m_105,60,6m,105
1116,434946,1,reward_6m_105,45,6m,105
1117,434947,0,reward_6m_105,60,6m,105
1118,434949,1,reward_6m_105,45,6m,105
1119,434952,0,reward_6m_105,60,6m,105
1120,434953,1,reward_6m_105,60,6m,105
1121,434954,0,reward_6m_105,60,6m,105
1122,434955,0,reward_6m_105,60,6m,105
1123,434957,0,reward_6m_105,55,6m,105
1124,434958,0,reward_6m_105,60,6m,105
1125,434959,0,reward_6m_105,60,6m,105
1126,434960,0,reward_6m_105,65,6m,105
1127,434961,0,reward_6m_105,60,6m,105
1128,434962,0,reward_6m_105,60,6m,105
1129,434963,0,reward_6m_105,59,6m,105
1130,434964,0,reward_6m_105,65,6m,105
1131,434966,1,reward_6m_105,45,6m,105
1132,434967,0,reward_6m_105,135,6m,105
1133,434968,0,reward_6m_105,60,6m,105
1134,434971,0,reward_6m_105,60,6m,105
1135,434974,1,reward_6m_105,50,6m,105
1136,434976,0,reward_6m_105,60,6m,105
1137,434977,1,reward_6m_105,60,6m,105
1138,434978,0,reward_6m_105,55,6m,105
1139,434979,1,reward_6m_105,45,6m,105
1140,434980,0,reward_6m_105,95,6m,105
1141,434981,0,reward_6m_105,60,6m,105
1142,434982,0,reward_6m_105,60,6m,105
1143,434983,0,reward_6m_105,60,6m,105
1144,434984,0,reward_6m_105,60,6m,105
1145,434985,0,reward_6m_105,60,6m,105
1146,434986,1,reward_6m_105,35,6m,105
1147,434988,0,reward_6m_105,60,6m,105
1148,434989,0,reward_6m_105,60,6m,105
1149,434990,0,reward_6m_105,60,6m,105
1150,434992,0,reward_6m_105,60,6m,105
1151,434993,1,reward_6m_105,45,6m,105
1152,434995,1,reward_6m_105,45,6m,105
1153,434996,0,reward_6m_105,60,6m,105
1154,434997,0,reward_6m_105,60,6m,105
1155,434998,1,reward_6m_105,45,6m,105
1156,434999,0,reward_6m_105,60,6m,105
1157,435000,0,reward_6m_105,60,6m,105
1158,435002,0,reward_6m_105,60,6m,105
1159,435003,1,reward_6m_105,45,6m,105
1160,435004,0,reward_6m_105,55,6m,105
1161,435005,0,reward_6m_105,53,6m,105
1162,435008,1,reward_6m_105,50,6m,105
1163,435009,0,reward_6m_105,95,6m,105
1164,435010,0,reward_6m_105,60,6m,105
1165,435011,0,reward_6m_105,95,6m,105
1166,435013,0,reward_6m_105,58,6m,105
1167,435015,0,reward_6m_105,60,6m,105
1168,435016,0,reward_6m_105,60,6m,105
1169,435017,0,reward_6m_105,60,6m,105
1170,435018,0,reward_6m_105,60,6m,105
1171,435019,1,reward_6m_105,45,6m,105
1172,435020,0,reward_6m_105,50,6m,105
1173,435021,0,reward_6m_105,60,6m,105
1174,435022,1,reward_6m_105,45,6m,105
1175,435024,1,reward_6m_105,45,6m,105
1176,435026,1,reward_6m_105,15,6m,105
1177,435027,0,reward_6m_105,60,6m,105
1178,435028,0,reward_6m_105,60,6m,105
1179,435029,0,reward_6m_105,60,6m,105
1180,435030,1,reward_6m_105,0,6m,105
1181,435031,1,reward_6m_105,20,6m,105
1182,435032,1,reward_6m_105,45,6m,105
1183,435033,1,reward_6m_105,15,6m,105
1184,435035,0,reward_6m_105,60,6m,105
1185,435036,1,reward_6m_105,45,6m,105
1186,435038,0,reward_6m_105,80,6m,105
1187,435039,0,reward_6m_105,60,6m,105
1188,435040,0,reward_6m_105,60,6m,105
1189,435041,0,reward_6m_105,60,6m,105
1190,435042,1,reward_6m_105,40,6m,105
1191,435043,0,reward_6m_105,60,6m,105
1192,435045,0,reward_6m_105,60,6m,105
1193,435046,1,reward_6m_105,20,6m,105
1194,435049,1,reward_6m_105,30,6m,105
1195,435052,0,reward_6m_105,50,6m,105
1196,435053,0,reward_6m_105,60,6m,105
1197,435054,0,reward_6m_105,60,6m,105
1198,435055,0,reward_6m_105,60,6m,105
1199,435056,1,reward_6m_105,45,6m,105
1200,435057,0,reward_6m_105,60,6m,105
1201,435060,1,reward_6m_105,30,6m,105
1202,435062,0,reward_6m_105,60,6m,105
1203,435063,1,reward_6m_105,15,6m,105
1204,435064,0,reward_6m_105,60,6m,105
1205,435065,1,reward_6m_105,45,6m,105
1206,435066,0,reward_6m_105,60,6m,105
1207,435067,0,reward_6m_105,60,6m,105
1208,435068,1,reward_6m_105,35,6m,105
1209,435069,0,reward_6m_105,60,6m,105
1210,435070,0,reward_6m_105,57,6m,105
1211,435072,0,reward_6m_105,50,6m,105
1212,435074,1,reward_6m_105,35,6m,105
1213,435075,1,reward_6m_105,60,6m,105
1214,435076,1,reward_6m_105,35,6m,105
1215,435077,0,reward_6m_105,85,6m,105
1216,435079,0,reward_6m_105,60,6m,105
1217,435080,0,reward_6m_105,45,6m,105
1218,435081,1,reward_6m_105,20,6m,105
1219,435083,0,reward_6m_105,60,6m,105
1220,435084,1,reward_6m_105,45,6m,105
1221,435086,0,reward_6m_105,95,6m,105
1222,435087,0,reward_6m_105,75,6m,105
1223,435089,0,reward_6m_105,55,6m,105
1224,435092,0,reward_6m_105,60,6m,105
1225,435093,1,reward_6m_105,60,6m,105
1226,435095,0,reward_6m_105,60,6m,105
1227,435096,0,reward_6m_105,60,6m,105
1228,435097,0,reward_6m_105,60,6m,105
1229,435098,1,reward_6m_105,55,6m,105
1230,435099,0,reward_6m_105,65,6m,105
1231,435100,1,reward_6m_105,45,6m,105
1232,435101,1,reward_6m_105,35,6m,105
1233,435103,0,reward_6m_105,60,6m,105
1234,435104,1,reward_6m_105,20,6m,105
1235,435105,0,reward_6m_105,60,6m,105
1236,435106,0,reward_6m_105,60,6m,105
1237,435107,1,reward_6m_105,45,6m,105
1238,435108,1,reward_6m_105,30,6m,105
1239,435110,0,reward_6m_105,60,6m,105
1240,435111,0,reward_6m_105,60,6m,105
1241,435113,1,reward_6m_105,35,6m,105
1242,435114,0,reward_6m_105,60,6m,105
1243,435115,0,reward_6m_105,45,6m,105
1244,435116,0,reward_6m_105,95,6m,105
1245,435117,0,reward_6m_105,60,6m,105
1246,435118,0,reward_6m_105,60,6m,105
1247,435119,1,reward_6m_105,45,6m,105
1248,435120,0,reward_6m_105,95,6m,105
1249,435121,0,reward_6m_105,75,6m,105
1250,435122,0,reward_6m_105,60,6m,105
