"serial","unique_itc","accel_delay","Cluster","choice","total_time_ms","looktime_index","mean_payne","payne_ind","ll_time","ss_time","ll_amt_val","ss_amt_val","ss_delay_type","itc_no"
128912,"a2 weeks4 weeks$53.10$55.80","accel","Comparative","ss",5646,-0.10692375109553,-0.165693499366327,1,"4 weeks","2 weeks",55.8,53.1,"not_now",1
128912,"a2 weeks6 weeks$18.50$22.20","accel","Comparative","ss",5078,0.0208067940552017,-0.165693499366327,1,"6 weeks","2 weeks",22.2,18.5,"not_now",2
128912,"a0 weeks2 weeks$43.50$58.70","accel","Comparative","ll",7813,0.0518468315825144,-0.165693499366327,1,"2 weeks","0 weeks",58.7,43.5,"now",3
128912,"a0 weeks4 weeks$24.70$27.20","accel","Comparative","ss",5386,-0.0645860424794105,-0.165693499366327,1,"4 weeks","0 weeks",27.2,24.7,"now",4
128912,"a0 weeks4 weeks$57.70$72.10","accel","Comparative","ss",6528,0.0996128123900035,-0.165693499366327,0.5,"4 weeks","0 weeks",72.1,57.7,"now",5
128912,"a0 weeks4 weeks$27.10$40.70","accel","Comparative","ll",6370,-0.0169348010160881,-0.165693499366327,-1,"4 weeks","0 weeks",40.7,27.1,"now",6
128912,"a0 weeks4 weeks$57.50$59.20","accel","Comparative","ss",4527,0.134328358208955,-0.165693499366327,-0.333333333333333,"4 weeks","0 weeks",59.2,57.5,"now",7
128912,"a0 weeks2 weeks$15.10$17.40","accel","Comparative","ss",5042,-0.130546075085324,-0.165693499366327,-0.333333333333333,"2 weeks","0 weeks",17.4,15.1,"now",8
128912,"a0 weeks2 weeks$52.50$55.10","accel","Comparative","ss",5247,0.0224772835963654,-0.165693499366327,-1,"2 weeks","0 weeks",55.1,52.5,"now",9
128912,"a2 weeks6 weeks$56.20$75.90","accel","Comparative","ss",4980,-0.0169491525423729,-0.165693499366327,-0.333333333333333,"6 weeks","2 weeks",75.9,56.2,"not_now",10
128912,"a0 weeks2 weeks$62.90$75.50","accel","Comparative","ll",8392,-0.0910772075820619,-0.165693499366327,-0.428571428571429,"2 weeks","0 weeks",75.5,62.9,"now",11
128912,"a2 weeks4 weeks$54.90$63.10","accel","Comparative","ss",5216,-0.263964950711939,-0.165693499366327,-1,"4 weeks","2 weeks",63.1,54.9,"not_now",12
128912,"a2 weeks6 weeks$33.30$34.30","accel","Comparative","ss",5646,-0.0460109750949768,-0.165693499366327,1,"6 weeks","2 weeks",34.3,33.3,"not_now",13
128912,"a2 weeks6 weeks$27.80$28.10","accel","Comparative","ss",4747,-0.0106589147286822,-0.165693499366327,-0.333333333333333,"6 weeks","2 weeks",28.1,27.8,"not_now",14
128912,"a0 weeks2 weeks$42.50$42.90","accel","Comparative","ss",5657,0.00242600679281902,-0.165693499366327,-0.333333333333333,"2 weeks","0 weeks",42.9,42.5,"now",15
128912,"a2 weeks6 weeks$51.90$57.10","accel","Comparative","ss",4602,-0.0698666666666667,-0.165693499366327,-0.333333333333333,"6 weeks","2 weeks",57.1,51.9,"not_now",16
128912,"a2 weeks4 weeks$55.20$82.80","accel","Comparative","ll",6700,0.020746887966805,-0.165693499366327,-1,"4 weeks","2 weeks",82.8,55.2,"not_now",17
128912,"a2 weeks4 weeks$35.10$43.90","accel","Comparative","ss",4646,-0.142226148409894,-0.165693499366327,-0.5,"4 weeks","2 weeks",43.9,35.1,"not_now",18
128912,"b0 weeks2 weeks$45.70$47.10","delay","Comparative","ss",6282,0.0920060331825038,-0.165693499366327,1,"2 weeks","0 weeks",47.1,45.7,"now",19
128912,"b0 weeks4 weeks$31.40$42.40","delay","Comparative","ss",6402,-0.113535629048756,-0.165693499366327,1,"4 weeks","0 weeks",42.4,31.4,"now",20
128912,"b2 weeks6 weeks$44.20$66.30","delay","Comparative","ss",9654,0.260761176666113,-0.165693499366327,0.333333333333333,"6 weeks","2 weeks",66.3,44.2,"not_now",21
128912,"b2 weeks6 weeks$44.80$51.50","delay","Comparative","ss",8182,-0.12290994426518,-0.165693499366327,0.333333333333333,"6 weeks","2 weeks",51.5,44.8,"not_now",22
128912,"b0 weeks4 weeks$36.10$37.90","delay","Comparative","ss",7027,0.0138996138996139,-0.165693499366327,1,"4 weeks","0 weeks",37.9,36.1,"now",23
128912,"b0 weeks2 weeks$55.30$69.10","delay","Comparative","ll",6626,-0.0314274895872775,-0.165693499366327,1,"2 weeks","0 weeks",69.1,55.3,"now",24
128912,"b2 weeks4 weeks$19.60$19.80","delay","Comparative","ss",5900,-0.0958904109589041,-0.165693499366327,1,"4 weeks","2 weeks",19.8,19.6,"not_now",25
128912,"b0 weeks2 weeks$46.10$50.70","delay","Comparative","ss",6825,-0.248797250859107,-0.165693499366327,0.2,"2 weeks","0 weeks",50.7,46.1,"now",26
128912,"b2 weeks4 weeks$33.60$45.40","delay","Comparative","ss",7459,-0.0626932808546528,-0.165693499366327,1,"4 weeks","2 weeks",45.4,33.6,"not_now",27
128912,"b2 weeks4 weeks$42.90$44.20","delay","Comparative","ss",5655,-0.0926464478604071,-0.165693499366327,1,"4 weeks","2 weeks",44.2,42.9,"not_now",28
128912,"b0 weeks4 weeks$43.90$44.30","delay","Comparative","ss",6980,0.270227054685002,-0.165693499366327,-0.6,"4 weeks","0 weeks",44.3,43.9,"now",29
128912,"b2 weeks4 weeks$51.30$56.40","delay","Comparative","ss",5765,-0.134784622510422,-0.165693499366327,1,"4 weeks","2 weeks",56.4,51.3,"not_now",30
128912,"b2 weeks6 weeks$48.70$51.10","delay","Comparative","ss",6241,0.158206429780034,-0.165693499366327,-1,"6 weeks","2 weeks",51.1,48.7,"not_now",31
128912,"b2 weeks4 weeks$15.70$18.80","delay","Comparative","ss",5448,0.0170428374021188,-0.165693499366327,-1,"4 weeks","2 weeks",18.8,15.7,"not_now",32
128912,"b2 weeks6 weeks$68.30$85.40","delay","Comparative","ss",5286,0.00491803278688525,-0.165693499366327,-1,"6 weeks","2 weeks",85.4,68.3,"not_now",33
128912,"b0 weeks4 weeks$42.40$48.80","delay","Comparative","ss",5078,0.260869565217391,-0.165693499366327,0.333333333333333,"4 weeks","0 weeks",48.8,42.4,"now",34
128912,"b0 weeks4 weeks$62.10$74.50","delay","Comparative","ss",6504,0.0149253731343284,-0.165693499366327,-1,"4 weeks","0 weeks",74.5,62.1,"now",35
128912,"b0 weeks2 weeks$22.10$33.20","delay","Comparative","ss",5065,-0.000982318271119843,-0.165693499366327,-1,"2 weeks","0 weeks",33.2,22.1,"now",36
128913,"a2 weeks4 weeks$35.10$43.90","accel","Comparative","ll",13160,0.055195530726257,-0.59094296973308,0.5,"4 weeks","2 weeks",43.9,35.1,"not_now",18
128913,"a2 weeks6 weeks$33.30$34.30","accel","Comparative","ss",9481,0.490930835160454,-0.59094296973308,-0.2,"6 weeks","2 weeks",34.3,33.3,"not_now",13
128913,"a0 weeks2 weeks$62.90$75.50","accel","Comparative","ll",12304,0.311750599520384,-0.59094296973308,0.2,"2 weeks","0 weeks",75.5,62.9,"now",11
128913,"a2 weeks6 weeks$51.90$57.10","accel","Comparative","ll",7683,-0.37151248164464,-0.59094296973308,0.2,"6 weeks","2 weeks",57.1,51.9,"not_now",16
128913,"a0 weeks2 weeks$52.50$55.10","accel","Comparative","ss",14075,-0.10896898575021,-0.59094296973308,1,"2 weeks","0 weeks",55.1,52.5,"now",9
128913,"a0 weeks4 weeks$57.50$59.20","accel","Comparative","ss",5079,-0.0957264957264957,-0.59094296973308,1,"4 weeks","0 weeks",59.2,57.5,"now",7
128913,"a0 weeks2 weeks$42.50$42.90","accel","Comparative","ss",10103,0.11164369882165,-0.59094296973308,1,"2 weeks","0 weeks",42.9,42.5,"now",15
128913,"a2 weeks4 weeks$54.90$63.10","accel","Comparative","ll",6228,-0.19502353732347,-0.59094296973308,0.333333333333333,"4 weeks","2 weeks",63.1,54.9,"not_now",12
128913,"a0 weeks2 weeks$43.50$58.70","accel","Comparative","ll",7299,-0.266233766233766,-0.59094296973308,0.333333333333333,"2 weeks","0 weeks",58.7,43.5,"now",3
128913,"a2 weeks6 weeks$18.50$22.20","accel","Comparative","ll",11287,-0.229437229437229,-0.59094296973308,1,"6 weeks","2 weeks",22.2,18.5,"not_now",2
128913,"a2 weeks4 weeks$55.20$82.80","accel","Comparative","ll",9545,0.242710472279261,-0.59094296973308,-1,"4 weeks","2 weeks",82.8,55.2,"not_now",17
128913,"a0 weeks4 weeks$24.70$27.20","accel","Comparative","ll",5951,0.278038952316991,-0.59094296973308,1,"4 weeks","0 weeks",27.2,24.7,"now",4
128913,"a0 weeks4 weeks$57.70$72.10","accel","Comparative","ll",10592,0.202544529262087,-0.59094296973308,-1,"4 weeks","0 weeks",72.1,57.7,"now",5
128913,"a0 weeks4 weeks$27.10$40.70","accel","Comparative","ll",6092,0.0673530673530674,-0.59094296973308,-1,"4 weeks","0 weeks",40.7,27.1,"now",6
128913,"a2 weeks6 weeks$56.20$75.90","accel","Comparative","ll",5604,0.36483780536644,-0.59094296973308,-1,"6 weeks","2 weeks",75.9,56.2,"not_now",10
128913,"a0 weeks2 weeks$15.10$17.40","accel","Comparative","ll",11797,-0.0708938793483047,-0.59094296973308,-1,"2 weeks","0 weeks",17.4,15.1,"now",8
128913,"a2 weeks6 weeks$27.80$28.10","accel","Comparative","ss",7143,0.0330265295073092,-0.59094296973308,1,"6 weeks","2 weeks",28.1,27.8,"not_now",14
128913,"a2 weeks4 weeks$53.10$55.80","accel","Comparative","ll",6049,0.166607206564395,-0.59094296973308,-1,"4 weeks","2 weeks",55.8,53.1,"not_now",1
128913,"b2 weeks6 weeks$68.30$85.40","delay","Comparative","ll",5057,0.241830065359477,-0.59094296973308,1,"6 weeks","2 weeks",85.4,68.3,"not_now",33
128913,"b0 weeks4 weeks$31.40$42.40","delay","Comparative","ll",4681,0.112182296231376,-0.59094296973308,0,"4 weeks","0 weeks",42.4,31.4,"now",20
128913,"b2 weeks4 weeks$42.90$44.20","delay","Comparative","ss",6404,0.036911615306468,-0.59094296973308,-0.5,"4 weeks","2 weeks",44.2,42.9,"not_now",28
128913,"b2 weeks6 weeks$44.80$51.50","delay","Comparative","ll",4720,0.209929843497032,-0.59094296973308,0,"6 weeks","2 weeks",51.5,44.8,"not_now",22
128913,"b2 weeks4 weeks$15.70$18.80","delay","Comparative","ll",7743,0.222545031958164,-0.59094296973308,-1,"4 weeks","2 weeks",18.8,15.7,"not_now",32
128913,"b2 weeks6 weeks$44.20$66.30","delay","Comparative","ll",7413,-0.116694214876033,-0.59094296973308,-0.5,"6 weeks","2 weeks",66.3,44.2,"not_now",21
128913,"b0 weeks2 weeks$45.70$47.10","delay","Comparative","ll",5111,0.0675875678342378,-0.59094296973308,-1,"2 weeks","0 weeks",47.1,45.7,"now",19
128913,"b2 weeks4 weeks$51.30$56.40","delay","Comparative","ll",5199,-0.149264190609671,-0.59094296973308,-1,"4 weeks","2 weeks",56.4,51.3,"not_now",30
128913,"b0 weeks4 weeks$36.10$37.90","delay","Comparative","ss",8588,0.0775384615384615,-0.59094296973308,-0.6,"4 weeks","0 weeks",37.9,36.1,"now",23
128913,"b2 weeks6 weeks$48.70$51.10","delay","Comparative","ll",6537,0.217424531906763,-0.59094296973308,-0.333333333333333,"6 weeks","2 weeks",51.1,48.7,"not_now",31
128913,"b2 weeks4 weeks$33.60$45.40","delay","Comparative","ss",9740,-0.0083653628758761,-0.59094296973308,-0.2,"4 weeks","2 weeks",45.4,33.6,"not_now",27
128913,"b0 weeks2 weeks$46.10$50.70","delay","Comparative","ll",7132,0.30506721820062,-0.59094296973308,0,"2 weeks","0 weeks",50.7,46.1,"now",26
128913,"b2 weeks4 weeks$19.60$19.80","delay","Comparative","ss",7113,0.0851884832294449,-0.59094296973308,-0.6,"4 weeks","2 weeks",19.8,19.6,"not_now",25
128913,"b0 weeks4 weeks$43.90$44.30","delay","Comparative","ss",7042,-0.0073270013568521,-0.59094296973308,-0.333333333333333,"4 weeks","0 weeks",44.3,43.9,"now",29
128913,"b0 weeks2 weeks$55.30$69.10","delay","Comparative","ll",5096,0.650591446769791,-0.59094296973308,0,"2 weeks","0 weeks",69.1,55.3,"now",24
128913,"b0 weeks4 weeks$42.40$48.80","delay","Comparative","ll",4203,1,-0.59094296973308,-1,"4 weeks","0 weeks",48.8,42.4,"now",34
128913,"b0 weeks2 weeks$22.10$33.20","delay","Comparative","ll",5174,0.179292929292929,-0.59094296973308,-1,"2 weeks","0 weeks",33.2,22.1,"now",36
128913,"b0 weeks4 weeks$62.10$74.50","delay","Comparative","ll",4078,1,-0.59094296973308,-1,"4 weeks","0 weeks",74.5,62.1,"now",35
128914,"b2 weeks4 weeks$19.60$19.80","accel","Comparative","ss",13283,0.0354255475525503,-0.706442825882074,0.666666666666667,"4 weeks","2 weeks",19.8,19.6,"not_now",25
128914,"b0 weeks4 weeks$62.10$74.50","accel","Comparative","ll",8596,0.128548895899054,-0.706442825882074,0.6,"4 weeks","0 weeks",74.5,62.1,"now",35
128914,"b2 weeks6 weeks$68.30$85.40","accel","Comparative","ll",8425,-0.277048438207334,-0.706442825882074,1,"6 weeks","2 weeks",85.4,68.3,"not_now",33
128914,"b2 weeks6 weeks$44.80$51.50","accel","Comparative","ll",7747,-0.259462424574877,-0.706442825882074,1,"6 weeks","2 weeks",51.5,44.8,"not_now",22
128914,"b0 weeks2 weeks$55.30$69.10","accel","Comparative","ll",14559,0.0447269303201507,-0.706442825882074,-0.333333333333333,"2 weeks","0 weeks",69.1,55.3,"now",24
128914,"b2 weeks4 weeks$42.90$44.20","accel","Comparative","ll",9765,0.432577015310828,-0.706442825882074,-0.142857142857143,"4 weeks","2 weeks",44.2,42.9,"not_now",28
128914,"b2 weeks4 weeks$33.60$45.40","accel","Comparative","ll",6231,0.0255972696245734,-0.706442825882074,-0.333333333333333,"4 weeks","2 weeks",45.4,33.6,"not_now",27
128914,"b0 weeks4 weeks$42.40$48.80","accel","Comparative","ll",6401,0.110299003322259,-0.706442825882074,-0.333333333333333,"4 weeks","0 weeks",48.8,42.4,"now",34
128914,"b0 weeks2 weeks$45.70$47.10","accel","Comparative","ll",9879,-0.052300785634119,-0.706442825882074,0.6,"2 weeks","0 weeks",47.1,45.7,"now",19
128914,"b2 weeks6 weeks$44.20$66.30","accel","Comparative","ll",5930,0.00695206732528357,-0.706442825882074,-1,"6 weeks","2 weeks",66.3,44.2,"not_now",21
128914,"b0 weeks4 weeks$43.90$44.30","accel","Comparative","ss",8340,0.45278673422386,-0.706442825882074,-0.6,"4 weeks","0 weeks",44.3,43.9,"now",29
128914,"b2 weeks4 weeks$51.30$56.40","accel","Comparative","ll",5497,0.200150772710139,-0.706442825882074,-0.333333333333333,"4 weeks","2 weeks",56.4,51.3,"not_now",30
128914,"b0 weeks4 weeks$31.40$42.40","accel","Comparative","ll",5986,0.114996114996115,-0.706442825882074,-0.333333333333333,"4 weeks","0 weeks",42.4,31.4,"now",20
128914,"b0 weeks4 weeks$36.10$37.90","accel","Comparative","ss",8186,0.258318209316394,-0.706442825882074,-0.333333333333333,"4 weeks","0 weeks",37.9,36.1,"now",23
128914,"b2 weeks4 weeks$15.70$18.80","accel","Comparative","ll",6408,0.077511961722488,-0.706442825882074,-0.333333333333333,"4 weeks","2 weeks",18.8,15.7,"not_now",32
128914,"b0 weeks2 weeks$46.10$50.70","accel","Comparative","ll",10788,-0.639293139293139,-0.706442825882074,-0.333333333333333,"2 weeks","0 weeks",50.7,46.1,"now",26
128914,"b0 weeks2 weeks$22.10$33.20","accel","Comparative","ll",5881,-0.0678371907422187,-0.706442825882074,-0.333333333333333,"2 weeks","0 weeks",33.2,22.1,"now",36
128914,"b2 weeks6 weeks$48.70$51.10","accel","Comparative","ll",5294,0.0872261264985531,-0.706442825882074,-0.333333333333333,"6 weeks","2 weeks",51.1,48.7,"not_now",31
128914,"a2 weeks4 weeks$35.10$43.90","delay","Comparative","ll",9857,0.502933333333333,-0.706442825882074,-0.333333333333333,"4 weeks","2 weeks",43.9,35.1,"not_now",18
128914,"a0 weeks2 weeks$52.50$55.10","delay","Comparative","ll",7840,0.25967291583566,-0.706442825882074,-0.333333333333333,"2 weeks","0 weeks",55.1,52.5,"now",9
128914,"a2 weeks6 weeks$33.30$34.30","delay","Comparative","ll",6483,0.136205698401668,-0.706442825882074,-0.5,"6 weeks","2 weeks",34.3,33.3,"not_now",13
128914,"a2 weeks4 weeks$54.90$63.10","delay","Comparative","ll",5239,0.527862208713272,-0.706442825882074,0,"4 weeks","2 weeks",63.1,54.9,"not_now",12
128914,"a2 weeks6 weeks$27.80$28.10","delay","Comparative","ss",9087,0.455242390078918,-0.706442825882074,-0.333333333333333,"6 weeks","2 weeks",28.1,27.8,"not_now",14
128914,"a2 weeks4 weeks$53.10$55.80","delay","Comparative","ll",11943,-0.209541627689429,-0.706442825882074,-0.2,"4 weeks","2 weeks",55.8,53.1,"not_now",1
128914,"a0 weeks2 weeks$43.50$58.70","delay","Comparative","ll",6747,0.598587404355503,-0.706442825882074,0,"2 weeks","0 weeks",58.7,43.5,"now",3
128914,"a0 weeks2 weeks$15.10$17.40","delay","Comparative","ll",4727,0.449101796407186,-0.706442825882074,0,"2 weeks","0 weeks",17.4,15.1,"now",8
128914,"a0 weeks4 weeks$57.70$72.10","delay","Comparative","ll",8347,0.130244436337103,-0.706442825882074,-0.2,"4 weeks","0 weeks",72.1,57.7,"now",5
128914,"a0 weeks2 weeks$62.90$75.50","delay","Comparative","ll",4772,0.574362165525825,-0.706442825882074,0,"2 weeks","0 weeks",75.5,62.9,"now",11
128914,"a2 weeks4 weeks$55.20$82.80","delay","Comparative","ll",4515,1,-0.706442825882074,-1,"4 weeks","2 weeks",82.8,55.2,"not_now",17
128914,"a2 weeks6 weeks$51.90$57.10","delay","Comparative","ll",5461,0.0577830188679245,-0.706442825882074,0,"6 weeks","2 weeks",57.1,51.9,"not_now",16
128914,"a0 weeks4 weeks$27.10$40.70","delay","Comparative","ll",4948,0.370439084724799,-0.706442825882074,0,"4 weeks","0 weeks",40.7,27.1,"now",6
128914,"a0 weeks4 weeks$57.50$59.20","delay","Comparative","ll",3670,1,-0.706442825882074,-1,"4 weeks","0 weeks",59.2,57.5,"now",7
128914,"a2 weeks6 weeks$56.20$75.90","delay","Comparative","ll",2824,1,-0.706442825882074,-1,"6 weeks","2 weeks",75.9,56.2,"not_now",10
128914,"a0 weeks4 weeks$24.70$27.20","delay","Comparative","ll",2803,1,-0.706442825882074,-1,"4 weeks","0 weeks",27.2,24.7,"now",4
128914,"a2 weeks6 weeks$18.50$22.20","delay","Comparative","ll",3669,1,-0.706442825882074,-1,"6 weeks","2 weeks",22.2,18.5,"not_now",2
128914,"a0 weeks2 weeks$42.50$42.90","delay","Comparative","ll",8073,0.286160841148053,-0.706442825882074,-1,"2 weeks","0 weeks",42.9,42.5,"now",15
128915,"b0 weeks4 weeks$62.10$74.50","accel","Integrative","ss",4456,0.229802513464991,1.01667558139428,0.6,"4 weeks","0 weeks",74.5,62.1,"now",35
128915,"b0 weeks4 weeks$36.10$37.90","accel","Integrative","ss",4180,0.210671573137075,1.01667558139428,1,"4 weeks","0 weeks",37.9,36.1,"now",23
128915,"b2 weeks6 weeks$44.20$66.30","accel","Integrative","ss",3097,-0.0827740492170022,1.01667558139428,1,"6 weeks","2 weeks",66.3,44.2,"not_now",21
128915,"b2 weeks6 weeks$44.80$51.50","accel","Integrative","ss",2803,0.00416666666666667,1.01667558139428,1,"6 weeks","2 weeks",51.5,44.8,"not_now",22
128915,"b2 weeks6 weeks$48.70$51.10","accel","Integrative","ss",4217,0.256492027334852,1.01667558139428,1,"6 weeks","2 weeks",51.1,48.7,"not_now",31
128915,"b2 weeks4 weeks$33.60$45.40","accel","Integrative","ss",9428,0.223870532703978,1.01667558139428,-0.0909090909090909,"4 weeks","2 weeks",45.4,33.6,"not_now",27
128915,"b0 weeks4 weeks$43.90$44.30","accel","Integrative","ss",3438,0.741449275362319,1.01667558139428,0.333333333333333,"4 weeks","0 weeks",44.3,43.9,"now",29
128915,"b0 weeks4 weeks$42.40$48.80","accel","Integrative","ss",2912,-0.0261348005502063,1.01667558139428,1,"4 weeks","0 weeks",48.8,42.4,"now",34
128915,"b2 weeks4 weeks$15.70$18.80","accel","Integrative","ss",5188,0.0696421700654098,1.01667558139428,0.333333333333333,"4 weeks","2 weeks",18.8,15.7,"not_now",32
128915,"b0 weeks2 weeks$22.10$33.20","accel","Integrative","ll",3930,0.0136986301369863,1.01667558139428,1,"2 weeks","0 weeks",33.2,22.1,"now",36
128915,"b0 weeks2 weeks$45.70$47.10","accel","Integrative","ss",3066,0.0471204188481675,1.01667558139428,1,"2 weeks","0 weeks",47.1,45.7,"now",19
128915,"b2 weeks4 weeks$51.30$56.40","accel","Integrative","ss",4031,0.0588895120583287,1.01667558139428,1,"4 weeks","2 weeks",56.4,51.3,"not_now",30
128915,"b2 weeks4 weeks$19.60$19.80","accel","Integrative","ss",4275,0.138820638820639,1.01667558139428,1,"4 weeks","2 weeks",19.8,19.6,"not_now",25
128915,"b2 weeks4 weeks$42.90$44.20","accel","Integrative","ss",3540,-0.215734480639213,1.01667558139428,1,"4 weeks","2 weeks",44.2,42.9,"not_now",28
128915,"b0 weeks2 weeks$55.30$69.10","accel","Integrative","ll",3692,0.232632249840663,1.01667558139428,0.5,"2 weeks","0 weeks",69.1,55.3,"now",24
128915,"b0 weeks2 weeks$46.10$50.70","accel","Integrative","ss",5510,0.666424242424242,1.01667558139428,0.2,"2 weeks","0 weeks",50.7,46.1,"now",26
128915,"b0 weeks4 weeks$31.40$42.40","accel","Integrative","ss",3422,0.00725513905683192,1.01667558139428,1,"4 weeks","0 weeks",42.4,31.4,"now",20
128915,"b2 weeks6 weeks$68.30$85.40","accel","Integrative","ll",3001,0.116064565718678,1.01667558139428,1,"6 weeks","2 weeks",85.4,68.3,"not_now",33
128915,"a2 weeks4 weeks$35.10$43.90","delay","Integrative","ll",6798,0.174133949191686,1.01667558139428,0.6,"4 weeks","2 weeks",43.9,35.1,"not_now",18
128915,"a0 weeks4 weeks$57.50$59.20","delay","Integrative","ss",6426,0.30757341576507,1.01667558139428,1,"4 weeks","0 weeks",59.2,57.5,"now",7
128915,"a2 weeks6 weeks$56.20$75.90","delay","Integrative","ll",4578,0.263930885529158,1.01667558139428,0.5,"6 weeks","2 weeks",75.9,56.2,"not_now",10
128915,"a0 weeks4 weeks$24.70$27.20","delay","Integrative","ss",5226,0.118881118881119,1.01667558139428,1,"4 weeks","0 weeks",27.2,24.7,"now",4
128915,"a0 weeks4 weeks$57.70$72.10","delay","Integrative","ll",6118,0.121514629948365,1.01667558139428,0.428571428571429,"4 weeks","0 weeks",72.1,57.7,"now",5
128915,"a0 weeks2 weeks$62.90$75.50","delay","Integrative","ll",4906,0.229185317815577,1.01667558139428,0.5,"2 weeks","0 weeks",75.5,62.9,"now",11
128915,"a2 weeks4 weeks$55.20$82.80","delay","Integrative","ll",3209,0.031980319803198,1.01667558139428,1,"4 weeks","2 weeks",82.8,55.2,"not_now",17
128915,"a2 weeks4 weeks$54.90$63.10","delay","Integrative","ss",5910,-0.100684261974585,1.01667558139428,0.333333333333333,"4 weeks","2 weeks",63.1,54.9,"not_now",12
128915,"a0 weeks2 weeks$42.50$42.90","delay","Integrative","ss",4709,0.135520684736091,1.01667558139428,1,"2 weeks","0 weeks",42.9,42.5,"now",15
128915,"a0 weeks4 weeks$27.10$40.70","delay","Integrative","ll",3710,0.156883671291355,1.01667558139428,1,"4 weeks","0 weeks",40.7,27.1,"now",6
128915,"a2 weeks4 weeks$53.10$55.80","delay","Integrative","ss",4182,0.245777027027027,1.01667558139428,0.5,"4 weeks","2 weeks",55.8,53.1,"not_now",1
128915,"a2 weeks6 weeks$51.90$57.10","delay","Integrative","ss",3963,0.243843553838725,1.01667558139428,0.5,"6 weeks","2 weeks",57.1,51.9,"not_now",16
128915,"a0 weeks2 weeks$52.50$55.10","delay","Integrative","ss",3221,0.113924050632911,1.01667558139428,1,"2 weeks","0 weeks",55.1,52.5,"now",9
128915,"a2 weeks6 weeks$18.50$22.20","delay","Integrative","ss",3607,0.164324324324324,1.01667558139428,0.5,"6 weeks","2 weeks",22.2,18.5,"not_now",2
128915,"a2 weeks6 weeks$27.80$28.10","delay","Integrative","ss",3898,0.0327433628318584,1.01667558139428,0.6,"6 weeks","2 weeks",28.1,27.8,"not_now",14
128915,"a0 weeks2 weeks$15.10$17.40","delay","Integrative","ss",4995,0.260162601626016,1.01667558139428,1,"2 weeks","0 weeks",17.4,15.1,"now",8
128915,"a2 weeks6 weeks$33.30$34.30","delay","Integrative","ss",3638,0.0691421254801537,1.01667558139428,1,"6 weeks","2 weeks",34.3,33.3,"not_now",13
128915,"a0 weeks2 weeks$43.50$58.70","delay","Integrative","ll",7026,-0.0279114533205005,1.01667558139428,0.5,"2 weeks","0 weeks",58.7,43.5,"now",3
128916,"a2 weeks6 weeks$56.20$75.90","accel","Comparative","ll",5975,0.165880503144654,-0.777203607317229,-1,"6 weeks","2 weeks",75.9,56.2,"not_now",10
128916,"a0 weeks2 weeks$62.90$75.50","accel","Comparative","ll",5830,-0.0177053824362606,-0.777203607317229,-1,"2 weeks","0 weeks",75.5,62.9,"now",11
128916,"a0 weeks4 weeks$57.70$72.10","accel","Comparative","ll",6872,-0.222808870116156,-0.777203607317229,-1,"4 weeks","0 weeks",72.1,57.7,"now",5
128916,"a0 weeks4 weeks$24.70$27.20","accel","Comparative","ss",7692,-0.194521937610956,-0.777203607317229,-0.333333333333333,"4 weeks","0 weeks",27.2,24.7,"now",4
128916,"a2 weeks6 weeks$18.50$22.20","accel","Comparative","ss",9520,-0.130334928229665,-0.777203607317229,0.142857142857143,"6 weeks","2 weeks",22.2,18.5,"not_now",2
128916,"a0 weeks2 weeks$42.50$42.90","accel","Comparative","ss",6328,0.279868168085691,-0.777203607317229,-0.428571428571429,"2 weeks","0 weeks",42.9,42.5,"now",15
128916,"a0 weeks4 weeks$57.50$59.20","accel","Comparative","ss",6691,0.0187032418952618,-0.777203607317229,-0.5,"4 weeks","0 weeks",59.2,57.5,"now",7
128916,"a0 weeks2 weeks$15.10$17.40","accel","Comparative","ss",6357,0.110228401191658,-0.777203607317229,-0.2,"2 weeks","0 weeks",17.4,15.1,"now",8
128916,"a2 weeks6 weeks$33.30$34.30","accel","Comparative","ss",6640,0.202485380116959,-0.777203607317229,-1,"6 weeks","2 weeks",34.3,33.3,"not_now",13
128916,"a0 weeks2 weeks$43.50$58.70","accel","Comparative","ll",5489,0.215801501795625,-0.777203607317229,-0.5,"2 weeks","0 weeks",58.7,43.5,"now",3
128916,"a0 weeks2 weeks$52.50$55.10","accel","Comparative","ss",6382,-0.0084530853761623,-0.777203607317229,-1,"2 weeks","0 weeks",55.1,52.5,"now",9
128916,"a2 weeks6 weeks$51.90$57.10","accel","Comparative","ll",8716,0.187722419928826,-0.777203607317229,-0.5,"6 weeks","2 weeks",57.1,51.9,"not_now",16
128916,"a2 weeks4 weeks$53.10$55.80","accel","Comparative","ss",6144,0.150674662668666,-0.777203607317229,-0.333333333333333,"4 weeks","2 weeks",55.8,53.1,"not_now",1
128916,"a2 weeks4 weeks$35.10$43.90","accel","Comparative","ll",9290,-0.144584382871537,-0.777203607317229,0.333333333333333,"4 weeks","2 weeks",43.9,35.1,"not_now",18
128916,"a2 weeks6 weeks$27.80$28.10","accel","Comparative","ss",5177,0.184103811841038,-0.777203607317229,-0.333333333333333,"6 weeks","2 weeks",28.1,27.8,"not_now",14
128916,"a2 weeks4 weeks$54.90$63.10","accel","Comparative","ll",6382,0.289015511237733,-0.777203607317229,-0.333333333333333,"4 weeks","2 weeks",63.1,54.9,"not_now",12
