,var_name,coef,bse,p_value,lower_bound,upper_bound
1,a_rw,-2.657415992733997,0.09959447631383506,0.0,-2.8526175793682413,-2.462214406099753
2,b_vary_rw,3.1060771011351873,0.11537280968961716,0.0,2.8799505493483437,3.332203652922031
3,factor_fixed_rw_7,7.160578581111866,0.6750860792953665,0.0,5.837434179228596,8.483722982995136
4,factor_fixed_rw_9,13.064792109502244,0.6945341052601806,0.0,11.70353027715754,14.426053941846948
5,I_vary_fixed_rw_7,-0.1810524177391069,0.09766222364060279,0.06375871148080314,-0.3724668587247846,0.01036202324657079
6,I_vary_fixed_rw_9,-0.25732310261711494,0.09706778489229996,0.008026264244946013,-0.44757246506510406,-0.06707374016912585
