"","prolific_id","duration","pid","choice","cond","a_rw","b_fixed_rw","b_delay","b_vary_rw","pred_logit","u_a_rw","u_b_vary_rw","pred_logit_u"
"147","6015966a246e51095f2235e7",1304,"147",0,"Immed_Rw_Vary",10,5,1,1,7.9037127792786e-08,3.15438328786585,0.561638966584927,5.68377240451893e-09
"148","5ed8eb3d8074e940108fb095",1314,"148",0,"Immed_Rw_Vary",10,5,1,1,5.73745563804568e-07,3.15438328786585,0.561638966584927,3.84255435638625e-08
"149","6238356bc0cff42b67a58c58",1325,"149",0,"Immed_Rw_Vary",10,5,1,1,1.492068561429e-05,3.15438328786585,0.561638966584927,1.1097562892422e-06
"150","63b2fb20895beef8c68a5a09",1460,"150",0,"Immed_Rw_Vary",10,5,1,1,4.11034456690854e-06,3.15438328786585,0.561638966584927,2.82084886349315e-07
"151","5d544c78ee3a4700164ee73f",1495,"151",0,"Immed_Rw_Vary",10,5,1,1,6.28929572954351e-06,3.15438328786585,0.561638966584927,4.40781193666428e-07
"152","61222d4342138f097de1b542",1510,"152",0,"Immed_Rw_Vary",10,5,1,1,2.83959170217687e-07,3.15438328786585,0.561638966584927,1.93337438397206e-08
"153","5eafe830cf726802582beaa7",1569,"153",0,"Immed_Rw_Vary",10,5,1,1,2.14171649767095e-07,3.15438328786585,0.561638966584927,1.47229323741535e-08
"154","60eb4444f2ff728c1df7ffc3",1824,"154",0,"Immed_Rw_Vary",10,5,1,1,5.45580680106711e-06,3.15438328786585,0.561638966584927,3.79444305612194e-07
"155","609408e1ef7e7d611c5a06ac",1827,"155",0,"Immed_Rw_Vary",10,5,1,1,1.53510257629874e-06,3.15438328786585,0.561638966584927,1.02600516207048e-07
"156","604604bf082da501e40808c3",2163,"156",0,"Immed_Rw_Vary",10,5,1,1,5.45580680106712e-06,3.15438328786585,0.561638966584927,3.79444305612193e-07
"157","63cedbbe158c7caa960e79a7",2205,"157",0,"Immed_Rw_Vary",10,5,1,1,4.73469625869181e-06,3.15438328786585,0.561638966584927,3.26995646519219e-07
"158","5d5bbd713348d20019c7e832",287,"1",0,"Immed_Rw_Vary",10,5,1,2,7.05294614895068e-05,3.15438328786585,0.944205093173498,1.58634314171876e-05
"159","62b1ff970dfb7055f35d6937",289,"2",0,"Immed_Rw_Vary",10,5,1,2,6.61632708247454e-07,3.15438328786585,0.944205093173498,1.57603489771713e-07
"160","5e1ed72fb0285720462a8649",297,"3",0,"Immed_Rw_Vary",10,5,1,2,0.000192864075180034,3.15438328786585,0.944205093173498,4.63942082971051e-05
